"jurisdiction","jurisdiction_code","indicator_id","indicator_text","points_possible","answer","points_awarded","source_url","source_title","source_type","source_date","accessed_date","evidence_quote","protocol_step","note"
"Indiana","IN","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","SPD PSRW page silent on any proclamation","2","Read in.gov/spd PSRW page (observance May 3-9 2026 and 2025 events) - it never mentions a proclamation; in.gov/gov proclamation page is a request form with no searchable archive; no state source states a PSRW proclamation was issued."
"Iowa","IA","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No PSRW proclamation found for Iowa","3","Searched governor.iowa.gov newsroom and proclamation request page plus site searches for public service recognition week; only disaster proclamations and volunteer awards surfaced; no PSRW or state-employee-week proclamation of any year found."
"Kansas","KS","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","COULDNT_CHECK","0","https://www.governor.ks.gov/governor-kelly-celebrates-public-service-recognition-week-in-kansas-2/","Governor Kelly Celebrates Public Service Recognition Week in Kansas","NONE","UNDATED","2026-07-31","Search snippet only: May 5-11 proclaimed Public Service Recognition Week","2","Blocker: HTTP 403 Forbidden on www.governor.ks.gov (governor.kansas.gov 301-redirects there) and HTTP 403 on the KCLY Radio article; page content could not be read, and scoring from a search snippet alone is not permitted. A search snippet claimed a 2024-05-07 release date; unverified, so source_date left UNDATED."
"Kentucky","KY","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","Source says Governor ""recognized"" the week, not proclaimed","2","Read kentucky.gov Team Kentucky Update (2026-05-07): states the Governor recognized May 3-9 as Public Service Recognition Week but never says a proclamation was signed or issued; governor.ky.gov proclamations page is a request form with no archive."
"Louisiana","LA","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","COULDNT_CHECK","0","https://civilservice.louisiana.gov/files/general_circulars/2025/GC2025-028.pdf","General Circular 2025-028 (State Civil Service)","NONE","UNDATED","2026-07-31","Snippet indicates Governor proclaimed May 4-10 2025 recognition week","3","Blocker: General Circular PDF (987KB) returns undecodable binary; gov.louisiana.gov proclamation newsroom listing shows no State Employee Recognition Week item and civilservice.louisiana.gov HTML pages do not mention a proclamation. A search snippet claimed a 2025-05-06 circular date conveying a May 4-10 2025 proclamation; unverified, so source_date left UNDATED."
"Maine","ME","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","NONE","NONE","NONE","2022","2026-07-31","Latest PSRW proclamation listed is May 2022","3","Read Governor Mills proclamations archive and current proclamations pages: Public Service Recognition Week proclamations exist for May 2022 and May 2019 only; nothing 2023 or later, so below the recency floor."
"Maryland","MD","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","YES","15","https://governor.maryland.gov/news/press/pages/governor-moore-proclaims-state-employee-recognition-day-in-maryland.aspx","Governor Moore Proclaims State Employee Recognition Day in Maryland","OFFICIAL","2023-05-10","2026-07-31","Governor Moore ""today proclaimed State Employee Recognition Day in Maryland""","2","Governor's office press release dated May 10 2023 (meets 2023 floor); proclamation honors Maryland State employees and ties to Public Employee Recognition Week May 7-13."
"Massachusetts","MA","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No PSRW proclamation located","2","Searched mass.gov proclamations and Healey newsroom for public service recognition week 2023-2025; index returned other Healey proclamation pages (e.g. DeafBlind Awareness Week) but none for PSRW; no pre-2023 proclamation found either"
"Michigan","MI","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","COULDNT_CHECK","0","https://www.michigan.gov/whitmer/news/proclamations/2026/05/04/may-4-8-2026-public-service-recognition-week","May 4-8, 2026: Public Service Recognition Week","NONE","2026-05-04","2026-07-31","Could not open page to verify","3","Candidate proclamations exist in search index (2026-05-04 PSRW; 2024-05-01 Public Service Recognition Month) but www.michigan.gov and the /en/ variant both returned HTTP 403 Forbidden on every fetch; no news outlet found explicitly reporting the proclamation, so not scored from snippet alone"
"Minnesota","MN","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","Only pre-2023 employee recognition proclamations found","2","Checked officialdocuments.sos.state.mn.us (PUBLIC EMPLOYEE RECOGNITION WEEK proclamations dated 1988 and 1990) and searched mn.gov/governor proclamations for 2023-2025; no PSRW or state employee recognition proclamation dated 2023 or later found; mn.gov proclamation index redirected to a bot-shield (perfdrive) but search results surfaced many other 2023-2025 proclamation titles and none matched"
"Mississippi","MS","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No proclamation found; only an awards ceremony","2","Searched governorreeves.ms.gov and mspb.ms.gov for public service recognition week; opened MSPB 2025 Excellence in Government Awards page, which describes an awards presentation and says nothing about any proclamation (ceremony-not-proclamation trap); no PSRW proclamation of any year found"
"Missouri","MO","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","NONE","NONE","NONE","2021-05-03","2026-07-31","Only 2021 proclamation found; nothing 2023 or later","2","Opened oa.mo.gov news page confirming Gov. Parson signed a PSRW proclamation for May 2-8, 2021 (pre-2023, fails floor); checked moappreciation.mo.gov/statewide and searched governor.mo.gov proclamations for 2023-2025 - no PSRW proclamation in the floor window"
"Montana","MT","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","https://gov.mt.gov/Documents/GovernorsOffice/Proclamations/Default.aspx?Year=2025","Montana Governor's Office Proclamations 2025","OFFICIAL","2025","2026-07-31","No public service or state employee recognition proclamation listed","3","Opened the Governor's proclamation archive for 2023, 2024 and 2025; each lists Police Week, Teacher Appreciation Week, EMS Week etc. but no Public Service Recognition Week or state employee recognition proclamation - confirms the audit-era claim independently"
"Nebraska","NE","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No PSRW proclamation found","2","Searched governor.nebraska.gov press releases and proclamation pages plus site-wide search for public service recognition week 2023-2025; only unrelated proclamations (Mentorship in Nebraska Month, Manufacturing Month) surfaced; no PSRW proclamation of any year found"
"Nevada","NV","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","YES","15","https://www.kolotv.com/2023/05/09/lombardo-designates-may-7-13-state-employee-appreciation-week/","Lombardo designates May 7-13 State Employee Appreciation Week","NEWS","2023-05-09","2026-07-31","Lombardo thanked public employees during his proclamation for the week","2","News source explicitly references the Governor's proclamation designating Nevada State Employee Appreciation Week, May 7-13, 2023. Official gov.nv.gov proclamation URLs for 2023 and 2025 appear in the index but 404 after the site migration, and the hr.nv.gov proclamation PDF returned undecodable binary, so the NEWS source is used"
"New Hampshire","NH","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","COULDNT_CHECK","0","https://www.governor.nh.gov/news/proclamations","Proclamations - Governor Kelly Ayotte","NONE","UNDATED","2026-07-31","Proclamation archive could not be opened","3","Both governor.nh.gov/news/proclamations and governor.sununu.nh.gov/news-and-media/proclamations returned HTTP 403 Forbidden, so the archive could not be enumerated; keyword searches surfaced no PSRW or state employee recognition proclamation. Did not repeat the audit-era assumption that one exists"
"New Jersey","NJ","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","COULDNT_CHECK","0","https://nj.gov/csc/about/pressreleases/2025/pdf/PRESS%20RELEASE%20-%202025%20Celebration%20of%20State%20Employee%20Recognition%20Day.pdf","PRESS RELEASE - 2025 Celebration of State Employee Recognition Day","NONE","2025","2026-07-31","Document text not extractable","2","Civil Service Commission press releases for 2024 and 2025 that reportedly state Gov. Murphy signed a PSRW proclamation are PDFs returning undecodable binary; nj.gov/csc press-release index pages returned HTTP 404; the one fetchable NJ HTML page (Office of the Public Defender SERD honorees) mentions the ceremony but no proclamation, so no verifiable source"
"New Mexico","NM","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No proclamation found","2","Searched governor.state.nm.us newsroom/proclamations and spo.state.nm.us for PSRW proclamation; only a proclamation-request page found; no dated PSRW proclamation any year"
"New York","NY","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","YES","15","https://www.governor.ny.gov/news/governor-hochul-issues-proclamation-celebrating-public-service-recognition-week","Governor Hochul Issues Proclamation Celebrating Public Service Recognition Week","OFFICIAL","2023-05-10","2026-07-31","Hochul today issued a proclamation celebrating Public Service Recognition Week","2","Official governor.ny.gov release fetched and read; proclamation explicitly issued May 7-13 2023; later 2024 and 2025 releases also exist"
"North Carolina","NC","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","YES","15","https://governor.nc.gov/governor-proclaims-state-employee-recognition-week-and-state-employee-appreciation-day-2024","Governor Proclaims State Employee Recognition Week and State Employee Appreciation Day 2024","OFFICIAL","2024-05-03","2026-07-31","Proclaims May 5-11 2024 as State Employee Recognition Week","3","Full proclamation text fetched on governor.nc.gov; signed third day of May 2024; honors career state employees"
"North Dakota","ND","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","https://www.governor.nd.gov/proclamations","Proclamations | North Dakota Office of the Governor","OFFICIAL","2026","2026-07-31","No public service or state employee recognition proclamation listed","3","Governor's proclamation archive fetched; 2026 list has nurses/correctional/public works but no PSRW or state employee week; prior pass found PSRW only in 2020"
"Ohio","OH","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No proclamation found","2","Searched site:governor.ohio.gov for public service recognition week proclamation and das.ohio.gov; only a recognition-request form found; no dated PSRW proclamation 2023-2026"
"Oklahoma","OK","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","YES","15","https://thelostogle.com/2023/05/08/stitt-honors-state-employees-with-comically-absurd-typo-filled-proclamation","Stitt honors State Employees with typo-filled proclamation","NEWS","2023-05-08","2026-07-31","A State Employee Appreciation Day proclamation issued by Governor Kevin Stitt","2","News rule satisfied: article explicitly states Gov. Stitt issued the proclamation and reproduces it; article dated May 8 2023; 2008 proclamation from earlier pass not relied on"
"Oregon","OR","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","https://www.oregon.gov/das/hr/pages/serd.aspx","State Employee Recognition Day | DAS Chief Human Resources Office","OFFICIAL","UNDATED","2026-07-31","Page celebrates the week but names no gubernatorial proclamation","4","DAS SERD page fetched: annual observance described with no proclamation reference; searched oregon.gov governor proclamation pages and found none for PSRW 2023-2026"
"Pennsylvania","PA","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","COULDNT_CHECK","0","https://www.pa.gov/content/dam/copapwp-pagov/en/governor/documents/state%20employee%20recognition%20day%202024%20pdf.pdf","State Employee Recognition Day 2024 (PDF)","NONE","UNDATED","2026-07-31","Document text not extractable","3","Blocker: pa.gov PDF is a scanned/image-only 817KB binary; no readable text or signature date; 2025 pa.gov press release fetched was silent on any proclamation; declined to score from filename or search snippet"
"Rhode Island","RI","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No proclamation found","2","Searched governor.ri.gov press releases and executive orders plus general web for RI PSRW or state employee recognition proclamation; none found any year; prior workbook assumption not accepted"
"South Carolina","SC","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","YES","15","https://news.clemson.edu/south-carolina-public-servant-recognition-week-is-may-4-10/","South Carolina Public Servant Recognition Week is May 4-10","NEWS","2025-04-28","2026-07-31","Gov. McMaster proclaimed May 4-10 Public Servant Recognition Week","2","News rule satisfied: article states the Governor proclaimed the week and quotes the proclamation; governor.sc.gov proclamations page returned HTTP 403 so official copy unreachable"
"South Dakota","SD","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","COULDNT_CHECK","0","https://bhr.sd.gov/SERD.html","South Dakota BHR State Employee Recognition Day","NONE","UNDATED","2026-07-31","Could not open SERD page content","3","BLOCKER: bhr.sd.gov/SERD/2025.html returns 302 redirect to https://www.sd.gov/bhra which is JS-only and unreadable; sdsos.gov gubernatorial proclamation search is an ASPX JS search interface with no fetchable result list; only indexed reference to a Governor's Proclamation was the 2022 SERD page, below the floor"
"Tennessee","TN","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","COULDNT_CHECK","0","https://sos.tn.gov/publications/services/governors-proclamations","Governor's Proclamations - Tennessee Secretary of State","NONE","UNDATED","2026-07-31","Proclamation archive could not be opened","3","BLOCKER: HTTP 403 Forbidden on both sos.tn.gov/publications/services/governors-proclamations and tnsos.net/publications/proclamations/; searches for a Tennessee PSRW or State Employee Recognition Day proclamation 2023-2025 returned only the Governor's Excellence in Service Awards (an awards program, not a proclamation)"
"Texas","TX","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No public service recognition proclamation listed","3","Searched gov.texas.gov proclamation category (opened and read: all listed proclamations are disaster/border/drought declarations) plus site searches for 'Public Service Recognition Week' proclamation 2024 and 2025; no PSRW or state employee recognition proclamation of any date found"
"Utah","UT","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","NONE","NONE","NONE","2021-05-02","2026-07-31","Only 2021 declaration found; predates floor","3","Opened governor.utah.gov/declarations archive: only 'Public Service Recognition Week in Utah' declaration found is dated May 2-9, 2021, below the 2023 floor; searches of 2024 and 2025 declaration archives and dhrm.utah.gov found no later PSRW declaration"
"Vermont","VT","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","COULDNT_CHECK","0","https://governor.vermont.gov/document-categories/proclamations","Proclamations - Office of Governor Phil Scott","NONE","UNDATED","2026-07-31","Proclamation index could not be opened","3","BLOCKER: HTTP 403 Forbidden on governor.vermont.gov/document-categories/proclamations and on the governor's PSRW press-release URL; last verifiable Vermont PSRW proclamation is May 5-11, 2019, below the floor; state proclamation index could not be enumerated to confirm or rule out a 2023+ issuance"
"Virginia","VA","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","YES","15","https://www.governor.virginia.gov/newsroom/proclamations/proclamation-list/virginia-public-service-week.html","Virginia Public Service Week Proclamation","OFFICIAL","2026","2026-07-31","Gov. Spanberger recognizes May 4-10, 2026 as Virginia Public Service Week","3","Opened and read the Governor of Virginia proclamation page; honors public employees across federal, state and local agencies; meets the 2023+ floor"
"Washington","WA","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","YES","15","https://ofm.wa.gov/employee-opportunities/public-service-recognition-week/","Public Service Recognition Week - Washington State OFM","OFFICIAL","2026","2026-07-31","Governor Ferguson proclaimed May 3-9, 2026 Public Service Recognition Week","2","sos.wa.gov 403s throughout, so scored from the state OFM page which states the Governor issued the proclamation and links the signed PDF; meets the 2023+ floor"
"Washington DC","DC","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","NONE","NONE","NONE","2024-05-10","2026-07-31","Mayor sent a thank-you letter, not a proclamation","2","Opened the DC government bulletin of 2024-05-10 in which Mayor Bowser thanks 37,000 public servants during Public Service Recognition Week, but it is a letter and states no proclamation; searches for a Bowser PSRW proclamation 2023-2025 found only a Pretrial/Probation Week proclamation, a different observance; edpm.dc.gov 520 as previously noted"
"West Virginia","WV","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No PSRW proclamation in the state archive","3","Opened governor.wv.gov/proclamations and the governorjustice.wv.gov/proclamations 2023-2024 archive and read the title index; no Public Service Recognition Week or state employee recognition proclamation appears; closest item is Employee Learning Week December 2-6 2024, a training observance, not PSRW"
"Wisconsin","WI","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","YES","15","https://content.govdelivery.com/accounts/WIGOV/bulletins/39ae567","Gov. Evers Recognizes Public Employees on State Employee Appreciation Day","OFFICIAL","2024-05-08","2026-07-31","Gov. Evers proclaimed May 5 through May 11, 2024, as Public Service Recognition Week","2","Governor's office bulletin opened and read; explicitly states a proclamation was issued and also designates May 8 State Employee Appreciation Day; the evers.wi.gov proclamation PDF returned undecodable binary so the official bulletin was used"
"Wyoming","WY","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No public service recognition proclamation found","3","Searched governor.wyo.gov proclamations and news releases and general web for a Gordon PSRW or state employee week proclamation 2023-2025; only occupational proclamations found (Water/Wastewater Operator Appreciation Week 2025, Professional Engineers Week 2026); the audit-era assumption of a gubernatorial proclamation was not corroborated"
"Alabama","AL","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","2024-04-19","2026-07-31","Page contains only a downloadable proclamation PDF","2","Opened the governor.alabama.gov 2024 State Employee Recognition Week newsroom item and found only a scanned proclamation with no ceremony, luncheon or activity described; searched personnel.alabama.gov and general web for an Alabama statewide employee recognition ceremony 2023-2026 and found none; only artifact is the 2024-04-19 proclamation, which is I5 evidence, not I6"
"Alaska","AK","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","2023-09-08","2026-07-31","Announcement of winners only; no ceremony described","1","Opened gov.alaska.gov Denali Peak Performance Award winners release (2023-09-08), doa.alaska.gov/dop/denaliawards/ and its announcement page; all three announce winners or nomination windows and none documents a ceremony, luncheon or presentation event that was held; no other Alaska statewide employee appreciation event found 2023-2026"
"Arizona","AZ","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","COULDNT_CHECK","0","https://des.az.gov/featured-story/des-recognized-multiple-programs-gov-hobbs-excellence-government-awards","DES Recognized for Multiple Programs at Gov. Hobbs' Excellence in Government Awards","NONE","2025-01-27","2026-07-31","Page could not be opened to verify the event or its population","1","BLOCKER: every az.gov host returned HTTP 403 Forbidden - des.az.gov, results.az.gov, hr.az.gov, doa.az.gov - so the only candidate artifact (Governor Hobbs' First Annual Excellence in Government Awards, apparently held 2025-01-27) could not be opened and read; search snippets also leave unresolved whether the honorees are employees or agencies and programs, which is a live wrong-population concern; no readable non-az.gov source states the event was held"
"Arkansas","AR","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No statewide employee appreciation event found","1","Searched governor.arkansas.gov news, sas.arkansas.gov and the general web for an Arkansas statewide state-employee recognition ceremony, luncheon or appreciation event 2023-2026; found only merit-pay and salary-increase announcements and the Governor's Quality Award, which recognizes organizations rather than career state employees; consistent with I4 and I5 both returning nothing for Arkansas; no pre-2023 event found either"
"California","CA","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","YES","10","http://www.gov.ca.gov/2026/06/16/governor-newsom-honors-public-safety-officers-and-state-employees-for-exceptional-bravery/","Governor Newsom honors public safety officers and state employees for exceptional bravery","OFFICIAL","2026-06-12","2026-07-31","36 state employees recognized at the Medal of Valor Ceremony, CHP Academy","1","Governor's office release opened via the http:// form (https 301-redirects); documents a ceremony that was HELD on 2026-06-12 at the CHP Academy in West Sacramento honoring 36 career state employees with the Governor's State Employee Medal of Valor; also confirmed a prior held ceremony via the CDCR release of 2025-06-20; OVERLAP: same award program as the I4 evidence, a later cycle of the same Medal of Valor event"
"Colorado","CO","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","YES","10","https://www.coloradopolitics.com/2025/05/22/colorado-governor-and-department-of-personnel-honor-state-employees-for-their-outstanding-work-cb1cc6f6-3d9c-4d79-aff2-aaa26dbfe698/","Colorado governor and Department of Personnel honor state employees for their outstanding work","NEWS","2025-05","2026-07-31","Twenty-three state employees recognized during an early May luncheon during Public Service Week","2","Both colorado.gov governor domains and the dpa.colorado.gov news pages returned HTTP 403, so scored from Colorado Politics, which explicitly states the luncheon was HELD and gives an honoree count - satisfies the news rule; sponsors are the Governor's Office and the Department of Personnel and Administration, a statewide body, honoring career state employees; OVERLAP: same event as the I4 evidence, but it is a distinct appreciation luncheon rather than a bare honoree list"
"Connecticut","CT","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","2022-10-19","2026-07-31","Most recent documented Managers' Day was 2022, below the floor","1","Opened the portal.ct.gov DAS blog 'What a Day for DAS', which documents a Managers' Day held 2022-10-19 at the Aqua Turf hosted by the Management Advisory Council with a Distinguished Managerial Service Award presented - a qualifying event type but dated before the 2023 recency floor; the portal.ct.gov Distinguished Managers Honor Roll ends at 1998; searched portal.ct.gov governor press releases and the general web for a 2023-2026 Connecticut statewide employee recognition event and found none"
"Delaware","DE","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","YES","10","https://news.delaware.gov/2025/05/05/governor-matt-meyer-recognizes-state-of-delaware-employees-in-public-service-recognition-week-ceremony/","Governor Matt Meyer Recognizes State of Delaware Employees in Public Service Recognition Week Ceremony","OFFICIAL","2025-05-05","2026-07-31","Governor's Awards ceremony held 2025-05-05 for State of Delaware employees","2","Official State of Delaware news release opened and read; documents a Public Service Recognition Week awards ceremony HELD on 2025-05-05 by the Governor for career state employees, statewide sponsor, correct population; OVERLAP: same event as the I4 evidence, the 2025 Governor's Awards Ceremony recognizing six individuals and nine teams; no separate non-award reception found"
"Florida","FL","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No state-sponsored employee appreciation event documented","1","dms.myflorida.com Davis Productivity Awards page renders navigation only with no ceremony content, and the DMS PSRW item is a DeSantis proclamation, which is I5 not I6; the 2024-09-24 and 2025-09-18 Tallahassee productivity award ceremonies are run by Florida TaxWatch, a private nonprofit association - WRONG ISSUER trap, rejected; no state-body-sponsored Florida employee appreciation event found 2023-2026"
"Georgia","GA","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","2025-05-04","2026-07-31","Proclamation plus suggested agency activities; no statewide event held","4","Opened doas.ga.gov State Employee Recognition Week 2025 and team.georgia.gov 2024 State Employee Recognition Week; both carry Governor Kemp's proclamation plus forward-looking suggestions for agencies (recognition bulletin boards, submit an employee story) and neither documents any statewide event that was held - no recap, photos, attendance or honoree count; per the announcement rule, suggested future activities do not qualify; the separate Georgia DCS ceremony was already rejected as sub-statewide"
"Hawaii","HI","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","YES","10","https://governor.hawaii.gov/newsroom/office-of-the-governor-news-release-gov-green-lauds-top-state-manager-employee-and-team-of-the-year/","Gov. Green Lauds Top State Manager Employee and Team of the Year","OFFICIAL","2024-09-24","2026-07-31","Governor Green today recognized winners of the Governor's Awards honoring state employees","3","Governor's Awards ceremony held 2024-09-24; same event as I4 evidence - no distinct luncheon/picnic found"
"Idaho","ID","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No held statewide event documented","1","Searched idaho.gov / dhr.idaho.gov / gov.idaho.gov for recognition ceremony or PSRW event; only a 2024 Employee Recognition Toolkit of suggested agency activities and a 2024 proclamation - no evidence any statewide event occurred"
"Illinois","IL","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No statewide state-employee event documented","1","Searched cms.illinois.gov and gov.illinois.gov; found only a State Employee Recognition Day proclamation PDF. Order of Lincoln (private citizens) and Governor's Hometown Awards (communities) rejected as wrong population"
"Indiana","IN","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","YES","10","https://www.in.gov/spd/employee-resources/state-employee-programs/governors-public-service-achievement-awards/","SPD: Governor's Public Service Achievement Awards","OFFICIAL","2024","2026-07-31","Click here to see photos of the 2024 ceremony","4","Governor hosts annual ceremony; 2024 ceremony photos and program posted - same event as I4 evidence. The separate SPD PSRW week page lists only announced/upcoming 2026 activities so it was not counted as a distinct held event"
"Iowa","IA","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No state-employee appreciation event found","1","Searched das.iowa.gov and governor.iowa.gov; only Governor's Volunteer Awards (volunteers) and Governor's Arts Awards (artists) found - both wrong population"
"Kansas","KS","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","YES","10","https://www.wibw.com/2024/04/22/state-employees-recognized-kansas-capitol-40-50-years-service/","State employees recognized at Kansas Capitol for 40 50 years of service","NEWS","2024-04-22","2026-07-31","Gov. Kelly and Secretary Proffitt hosted a recognition ceremony for state employees","1","News explicitly states the ceremony was held at the Capitol; governor.ks.gov 403s and the admin.ks.gov article body is cookie-gated. Same longevity-recognition event as I4 evidence"
"Kentucky","KY","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","YES","10","https://www.kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=2203","Gov. Beshear Presents 2024 Governor's Ambassador Awards","OFFICIAL","2024-06-04","2026-07-31","Beshear awarded six state employees in a ceremony in the Capitol Rotunda","1","Ceremony held 2024-06-04 in Capitol Rotunda; same event as I4 evidence - no distinct luncheon or reception found"
"Louisiana","LA","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","Only proclamations and a video message found","1","Searched civilservice.louisiana.gov and gov.louisiana.gov; General Circulars GC2024-014 and GC2025-028 are undecodable binary PDFs. Public evidence shows only 2025 and 2026 proclamations plus a governor's video message - no held statewide event. State Police ceremony rejected as sub-statewide"
"Maine","ME","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No statewide state-employee event documented","1","Searched maine.gov governor and DAFS newsrooms; only Governor's Award for Business Excellence (businesses - wrong population) found. Judicial Branch luncheon rejected as sub-statewide; latest PSRW proclamation is 2022"
"Maryland","MD","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","Proclamation only with no event described","1","Fetched the 2023-05-10 governor.maryland.gov State Employee Recognition Day release - it describes only a proclamation. Governor's Service Awards rejected as volunteer awards; State Police ceremony rejected as sub-statewide"
"Massachusetts","MA","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","COULDNT_CHECK","0","https://www.mass.gov/info-details/2025-commonwealth-employee-performance-recognition-program-prp-recap","2025 Commonwealth Employee Performance Recognition Program Recap","NONE","2025-10-29","2026-07-31","Could not read page","1","All mass.gov URLs including the PRP recap and the 41st Annual ceremony photo gallery returned HTTP 403; no independent news article found that explicitly states the 2025-10-29 State House ceremony was held; snippet-only evidence not accepted."
"Michigan","MI","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No qualifying event found","1","Searched Michigan statewide employee recognition events; only the Governor's Service Awards (2024-11-14 and 2025-11-12) which honor volunteers and nonprofits - wrong population - and Michigan State Police agency-level awards which are sub-statewide; michigan.gov HR pages 403."
"Minnesota","MN","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No statewide event found","1","Searched MMB and governor newsroom for a statewide employee recognition or appreciation event 2023-2026; found only agency-level programs (MnDOT achievement award policy) and business/trade awards; no held statewide employee event documented."
