jurisdiction,indicator,raw_value,raw_unit,reference_year,source_id,source_url,source_file,locator,status,verification_method,verification_result,extracted_at,notes
Wisconsin,I4_RETIREMENT,6.95,percent_of_salary,2024 (anchor); source vintage Oct-Dec 2025 - see notes,NASRA+NASRA_PLANTYPE,https://www.nasra.org/contributionsbrief | https://www.nasra.org/plandesign,NASRAContribBrief.pdf | NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf,"NASRAContribBrief.pdf p.12, Appendix A row 'Wisconsin Retirement System' (columns 'Employee Contribution Rate' and 'Social Security Coverage'); NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf p.2, 'Wisconsin' entry",FOUND,"M1 independent re-extraction (both PDFs re-parsed, plan name and entry re-confirmed verbatim); M2 range validation 0-20 percent",VERIFIED,2026-08-04T19:25:13Z,"PLAN (R1)='Wisconsin Retirement System'. SOCIAL SECURITY (refined R6, Decision 6)=COVERED (source column reads 'Yes'; rule outcome: plain Yes with no exception clause). DEFAULT PLAN TYPE (R5)=DB (source clause: 'DB'). EMPLOYEE CONTRIBUTION (R4)=6.95% = 6.95. Single statewide system covering general employees, teachers and public safety at one rate. R4: '6.95% in 2025, rising to 7.20% in 2026' - 6.95% is the rate in effect at the source's October 2025 vintage, which is the vintage Decision 2 adopts uniformly, so it is a stated current rate rather than an escalation step. M1=VERIFIED; M2: Wisconsin EE rate: 6.95 in [0, 20]. raw_unit 'percent_of_salary' is outside the spec's listed unit enum, which has no percent member; recorded as the source expresses it, not converted. ANCHOR-YEAR DEVIATION (approved, uniform): NASRA Contributions Brief is the November 2025 edition with rates in effect October 2025; NASRA plan-type overview updated December 2025. Applied identically to every jurisdiction. The anchor-year rule prevents reference years drifting between states; a single off-anchor vintage applied uniformly creates no cross-state incomparability. Disclosed uniform deviation, not mixed vintages. D.C. is COULDNT_CHECK for I4 in the full build: NASRA covers state retirement systems and D.C.'s is not one (zero mentions in the Contributions Brief)."
Wyoming,I4_RETIREMENT,9.25,percent_of_salary,2024 (anchor); source vintage Oct-Dec 2025 - see notes,NASRA+NASRA_PLANTYPE,https://www.nasra.org/contributionsbrief | https://www.nasra.org/plandesign,NASRAContribBrief.pdf | NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf,"NASRAContribBrief.pdf p.12, Appendix A row 'Wyoming Public Employees' (columns 'Employee Contribution Rate' and 'Social Security Coverage'); NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf p.2, 'Wyoming' entry",FOUND,"M1 independent re-extraction (both PDFs re-parsed, plan name and entry re-confirmed verbatim); M2 range validation 0-20 percent",VERIFIED,2026-08-04T19:25:13Z,"PLAN (R1)='Wyoming Public Employees'. SOCIAL SECURITY (refined R6, Decision 6)=COVERED (source column reads 'Yes'; rule outcome: plain Yes with no exception clause). DEFAULT PLAN TYPE (R5)=DB (source clause: 'DB'). EMPLOYEE CONTRIBUTION (R4)=9.25% = 9.25. Law enforcement (9.50%) excluded under R3. M1=VERIFIED; M2: Wyoming EE rate: 9.25 in [0, 20]. raw_unit 'percent_of_salary' is outside the spec's listed unit enum, which has no percent member; recorded as the source expresses it, not converted. ANCHOR-YEAR DEVIATION (approved, uniform): NASRA Contributions Brief is the November 2025 edition with rates in effect October 2025; NASRA plan-type overview updated December 2025. Applied identically to every jurisdiction. The anchor-year rule prevents reference years drifting between states; a single off-anchor vintage applied uniformly creates no cross-state incomparability. Disclosed uniform deviation, not mixed vintages. D.C. is COULDNT_CHECK for I4 in the full build: NASRA covers state retirement systems and D.C.'s is not one (zero mentions in the Contributions Brief)."
Alabama,I5_REAL_TRAJECTORY,2019=1064;2024=1325,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 01000 Alabama -- Statewide.csv :: CSV data row 254, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 01000 Alabama -- Statewide.csv :: CSV data row 245, column 'annual_avg_wkly_wage' (both area_fips=01000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=98096, 2024=105485. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Alabama 2019 wkly: 1064.0 in [600, 3000]; M2 2024: Alabama 2024 wkly: 1325.0 in [600, 3000]."
Alaska,I5_REAL_TRAJECTORY,2019=1179;2024=1415,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 02000 Alaska -- Statewide.csv :: CSV data row 215, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 02000 Alaska -- Statewide.csv :: CSV data row 204, column 'annual_avg_wkly_wage' (both area_fips=02000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=21404, 2024=22320. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Alaska 2019 wkly: 1179.0 in [600, 3000]; M2 2024: Alaska 2024 wkly: 1415.0 in [600, 3000]."
Arizona,I5_REAL_TRAJECTORY,2019=1152;2024=1435,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 04000 Arizona -- Statewide.csv :: CSV data row 278, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 04000 Arizona -- Statewide.csv :: CSV data row 271, column 'annual_avg_wkly_wage' (both area_fips=04000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=68816, 2024=74173. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Arizona 2019 wkly: 1152.0 in [600, 3000]; M2 2024: Arizona 2024 wkly: 1435.0 in [600, 3000]."
Arkansas,I5_REAL_TRAJECTORY,2019=953;2024=1170,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 05000 Arkansas -- Statewide.csv :: CSV data row 206, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 05000 Arkansas -- Statewide.csv :: CSV data row 188, column 'annual_avg_wkly_wage' (both area_fips=05000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=66978, 2024=65036. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Arkansas 2019 wkly: 953.0 in [600, 3000]; M2 2024: Arkansas 2024 wkly: 1170.0 in [600, 3000]."
California,I5_REAL_TRAJECTORY,2019=1628;2024=2073,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 06000 California -- Statewide.csv :: CSV data row 318, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 06000 California -- Statewide.csv :: CSV data row 321, column 'annual_avg_wkly_wage' (both area_fips=06000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=476217, 2024=525101. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: California 2019 wkly: 1628.0 in [600, 3000]; M2 2024: California 2024 wkly: 2073.0 in [600, 3000]."
Colorado,I5_REAL_TRAJECTORY,2019=1297;2024=1591,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 08000 Colorado -- Statewide.csv :: CSV data row 273, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 08000 Colorado -- Statewide.csv :: CSV data row 259, column 'annual_avg_wkly_wage' (both area_fips=08000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=107041, 2024=118964. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Colorado 2019 wkly: 1297.0 in [600, 3000]; M2 2024: Colorado 2024 wkly: 1591.0 in [600, 3000]."
Connecticut,I5_REAL_TRAJECTORY,2019=1365;2024=1668,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 09000 Connecticut -- Statewide.csv :: CSV data row 177, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 09000 Connecticut -- Statewide.csv :: CSV data row 155, column 'annual_avg_wkly_wage' (both area_fips=09000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=61696, 2024=63907. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Connecticut 2019 wkly: 1365.0 in [600, 3000]; M2 2024: Connecticut 2024 wkly: 1668.0 in [600, 3000]."
Delaware,I5_REAL_TRAJECTORY,2019=1157;2024=1445,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 10000 Delaware -- Statewide.csv :: CSV data row 196, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 10000 Delaware -- Statewide.csv :: CSV data row 160, column 'annual_avg_wkly_wage' (both area_fips=10000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=30195, 2024=30265. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Delaware 2019 wkly: 1157.0 in [600, 3000]; M2 2024: Delaware 2024 wkly: 1445.0 in [600, 3000]."
District of Columbia,I5_REAL_TRAJECTORY,2019=1610;2024=1991,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 11000 District of Columbia, not unknown.csv :: CSV data row 237, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 11000 District of Columbia.csv :: CSV data row 205, column 'annual_avg_wkly_wage' (both area_fips=11000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=36853, 2024=38244. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: District of Columbia 2019 wkly: 1610.0 in [600, 3000]; M2 2024: District of Columbia 2024 wkly: 1991.0 in [600, 3000]."
Florida,I5_REAL_TRAJECTORY,2019=955;2024=1193,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 12000 Florida -- Statewide.csv :: CSV data row 302, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 12000 Florida -- Statewide.csv :: CSV data row 283, column 'annual_avg_wkly_wage' (both area_fips=12000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=221943, 2024=221109. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Florida 2019 wkly: 955.0 in [600, 3000]; M2 2024: Florida 2024 wkly: 1193.0 in [600, 3000]."
Georgia,I5_REAL_TRAJECTORY,2019=979;2024=1236,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 13000 Georgia -- Statewide.csv :: CSV data row 332, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 13000 Georgia -- Statewide.csv :: CSV data row 295, column 'annual_avg_wkly_wage' (both area_fips=13000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=141550, 2024=138087. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Georgia 2019 wkly: 979.0 in [600, 3000]; M2 2024: Georgia 2024 wkly: 1236.0 in [600, 3000]."
Hawaii,I5_REAL_TRAJECTORY,2019=1028;2024=1269,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 15000 Hawaii -- Statewide.csv :: CSV data row 245, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 15000 Hawaii -- Statewide.csv :: CSV data row 233, column 'annual_avg_wkly_wage' (both area_fips=15000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=69207, 2024=68200. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Hawaii 2019 wkly: 1028.0 in [600, 3000]; M2 2024: Hawaii 2024 wkly: 1269.0 in [600, 3000]."
Idaho,I5_REAL_TRAJECTORY,2019=950;2024=1168,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 16000 Idaho -- Statewide.csv :: CSV data row 191, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 16000 Idaho -- Statewide.csv :: CSV data row 160, column 'annual_avg_wkly_wage' (both area_fips=16000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=25986, 2024=27920. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Idaho 2019 wkly: 950.0 in [600, 3000]; M2 2024: Idaho 2024 wkly: 1168.0 in [600, 3000]."
Illinois,I5_REAL_TRAJECTORY,2019=1398;2024=1652,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 17000 Illinois -- Statewide.csv :: CSV data row 249, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 17000 Illinois -- Statewide.csv :: CSV data row 238, column 'annual_avg_wkly_wage' (both area_fips=17000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=116844, 2024=125117. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Illinois 2019 wkly: 1398.0 in [600, 3000]; M2 2024: Illinois 2024 wkly: 1652.0 in [600, 3000]."
Indiana,I5_REAL_TRAJECTORY,2019=1025;2024=1255,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 18000 Indiana -- Statewide.csv :: CSV data row 177, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 18000 Indiana -- Statewide.csv :: CSV data row 169, column 'annual_avg_wkly_wage' (both area_fips=18000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=88531, 2024=88019. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Indiana 2019 wkly: 1025.0 in [600, 3000]; M2 2024: Indiana 2024 wkly: 1255.0 in [600, 3000]."
Iowa,I5_REAL_TRAJECTORY,2019=1335;2024=1525,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 19000 Iowa -- Statewide.csv :: CSV data row 137, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 19000 Iowa -- Statewide.csv :: CSV data row 124, column 'annual_avg_wkly_wage' (both area_fips=19000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=50330, 2024=53469. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Iowa 2019 wkly: 1335.0 in [600, 3000]; M2 2024: Iowa 2024 wkly: 1525.0 in [600, 3000]."
Kansas,I5_REAL_TRAJECTORY,2019=1123;2024=1222,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 20000 Kansas -- Statewide.csv :: CSV data row 226, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 20000 Kansas -- Statewide.csv :: CSV data row 224, column 'annual_avg_wkly_wage' (both area_fips=20000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=41116, 2024=41327. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Kansas 2019 wkly: 1123.0 in [600, 3000]; M2 2024: Kansas 2024 wkly: 1222.0 in [600, 3000]."
